order_id;customer_id;order_date;delivery_due_date;priority_level;total_weight_kg;total_volume_cbm;pallet_count;goods_type;material;plant;storage_location;goods_sensitivity;pickup_location_id;delivery_location_id;promised_eta;order_status;price
ORD-0009301_V2;CUST-02348;2026-02-11;2026-02-13;Medium;713;10,37;25;Auto Parts;MAT-5740;BAN-PLANT;SL-12;Hazardous;WH-BAN-01;WH-HYD-01;2026-02-13 06:00;Confirmed;795894
ORD-0001650_V2;CUST-00899;2026-03-11;2026-03-13;High;873;22,63;7;Machinery;MAT-3568;BAN-PLANT;SL-12;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-03-13 06:00;Confirmed;382497
ORD-0006443_V2;CUST-01672;2026-03-13;2026-03-15;Medium;2278;2,37;6;FMCG;MAT-7098;AHM-PLANT;SL-8;Fragile;WH-AHM-01;WH-JAI-01;2026-03-15 06:00;Confirmed;693871
ORD-0006439_V2;CUST-00481;2026-02-05;2026-02-07;Low;3049;21,01;16;Steel;MAT-6589;KOL-PLANT;SL-12;Fragile;WH-KOL-01;WH-GUW-01;2026-02-07 06:00;Confirmed;267661
ORD-0002725_V2;CUST-00047;2026-03-20;2026-03-22;Low;3609;23,51;13;FMCG;MAT-3601;BAN-PLANT;SL-13;Fragile;WH-BAN-01;WH-MYS-01;2026-03-22 06:00;Confirmed;622039
ORD-0009582_V2;CUST-01794;2026-02-04;2026-02-06;High;3662;13,28;26;FMCG;MAT-7939;DEL-PLANT;SL-5;Temperature Controlled;WH-DEL-01;WH-JAI-01;2026-02-06 06:00;Confirmed;563757
ORD-0005539_V2;CUST-01527;2026-03-04;2026-03-06;Low;1452;24,61;19;Electronics;MAT-2536;KOL-PLANT;SL-13;Normal;WH-KOL-01;WH-GUW-01;2026-03-06 06:00;Confirmed;249150
ORD-0000415_V2;CUST-01453;2026-01-09;2026-01-11;Low;3602;11,77;11;Steel;MAT-3526;KOL-PLANT;SL-15;Hazardous;WH-KOL-01;WH-BHU-01;2026-01-11 06:00;Confirmed;384626
ORD-0007181_V2;CUST-02535;2026-03-17;2026-03-19;Low;2609;15,23;7;Textiles;MAT-2201;DEL-PLANT;SL-4;Hazardous;WH-DEL-01;WH-KOL-01;2026-03-19 06:00;Confirmed;561366
ORD-0011397_V2;CUST-01356;2026-03-19;2026-03-21;High;3261;24,69;25;FMCG;MAT-2905;PAT-PLANT;SL-3;Temperature Controlled;WH-PAT-01;WH-KOL-01;2026-03-21 06:00;Confirmed;787427
ORD-0002451_V2;CUST-00670;2026-01-25;2026-01-27;Low;3611;24,87;19;Textiles;MAT-6990;BAN-PLANT;SL-6;Temperature Controlled;WH-BAN-01;WH-HYD-01;2026-01-27 06:00;Confirmed;317188
ORD-0011907_V2;CUST-01095;2026-03-18;2026-03-20;Low;1738;15,82;11;Pharma;MAT-3277;DEL-PLANT;SL-6;Hazardous;WH-DEL-01;WH-JAI-01;2026-03-20 06:00;Confirmed;687267
ORD-0005478_V2;CUST-00661;2026-03-15;2026-03-17;High;2548;1,48;13;Machinery;MAT-6927;BAN-PLANT;SL-13;Fragile;WH-BAN-01;WH-MUM-01;2026-03-17 06:00;Confirmed;662121
ORD-0007221_V2;CUST-01091;2026-01-06;2026-01-08;Low;3945;24,07;6;Steel;MAT-7459;COI-PLANT;SL-7;Hazardous;WH-COI-01;WH-CHE-01;2026-01-08 06:00;Confirmed;435979
ORD-0005917_V2;CUST-01317;2026-02-03;2026-02-05;Low;2777;16,37;11;Electronics;MAT-3389;HYD-PLANT;SL-13;Temperature Controlled;WH-HYD-01;WH-VIZ-01;2026-02-05 06:00;Confirmed;700719
ORD-0009754_V2;CUST-02940;2026-03-10;2026-03-12;Low;705;14,73;27;Textiles;MAT-9701;BAN-PLANT;SL-13;Normal;WH-BAN-01;WH-DEL-01;2026-03-12 06:00;Confirmed;459943
ORD-0006773_V2;CUST-00190;2026-02-16;2026-02-18;Medium;1363;15,01;4;Steel;MAT-1135;RAN-PLANT;SL-14;Temperature Controlled;WH-RAN-01;WH-DEL-01;2026-02-18 06:00;Confirmed;336989
ORD-0004440_V2;CUST-00330;2026-01-20;2026-01-22;High;2820;12,29;18;Auto Parts;MAT-2379;KOL-PLANT;SL-9;Temperature Controlled;WH-KOL-01;WH-BHU-01;2026-01-22 06:00;Confirmed;394378
ORD-0007609_V2;CUST-00650;2026-03-23;2026-03-25;High;2923;10,47;1;Electronics;MAT-7588;MUM-PLANT;SL-1;Hazardous;WH-MUM-01;WH-PUN-01;2026-03-25 06:00;Confirmed;363436
ORD-0011406_V2;CUST-00595;2026-01-04;2026-01-06;Medium;1232;23,53;4;Textiles;MAT-7968;DEL-PLANT;SL-10;Hazardous;WH-DEL-01;WH-KOL-01;2026-01-06 06:00;Confirmed;685321
ORD-0002908_V2;CUST-01574;2026-01-12;2026-01-14;Low;1578;24,7;15;Pharma;MAT-7086;MUM-PLANT;SL-14;Fragile;WH-MUM-01;WH-AHM-01;2026-01-14 06:00;Confirmed;580970
ORD-0008636_V2;CUST-02752;2026-03-22;2026-03-24;High;1929;12,78;22;FMCG;MAT-4225;CHE-PLANT;SL-3;Fragile;WH-CHE-01;WH-HYD-01;2026-03-24 06:00;Confirmed;94773
ORD-0006608_V2;CUST-00790;2026-03-20;2026-03-22;Medium;3031;7,88;2;Textiles;MAT-3717;MUM-PLANT;SL-4;Fragile;WH-MUM-01;WH-AHM-01;2026-03-22 06:00;Confirmed;469899
ORD-0003539_V2;CUST-00727;2026-03-11;2026-03-13;High;2422;3,29;11;FMCG;MAT-5485;KOL-PLANT;SL-12;Normal;WH-KOL-01;WH-GUW-01;2026-03-13 06:00;Confirmed;90060
ORD-0002134_V2;CUST-00504;2026-01-18;2026-01-20;Medium;2152;1,44;23;Machinery;MAT-6506;MUM-PLANT;SL-14;Fragile;WH-MUM-01;WH-PUN-01;2026-01-20 06:00;Confirmed;246760
ORD-0001898_V2;CUST-01179;2026-03-21;2026-03-23;High;3493;4,81;19;Steel;MAT-5207;RAN-PLANT;SL-11;Hazardous;WH-RAN-01;WH-DEL-01;2026-03-23 06:00;Confirmed;364518
ORD-0007659_V2;CUST-01810;2026-03-11;2026-03-13;Low;3074;6,11;20;Machinery;MAT-5729;MUM-PLANT;SL-10;Fragile;WH-MUM-01;WH-PUN-01;2026-03-13 06:00;Confirmed;547193
ORD-0006672_V2;CUST-02385;2026-02-18;2026-02-20;Low;202;5;18;Textiles;MAT-4725;PAT-PLANT;SL-15;Hazardous;WH-PAT-01;WH-KOL-01;2026-02-20 06:00;Confirmed;552497
ORD-0008831_V2;CUST-00946;2026-01-25;2026-01-27;Low;2708;20,56;8;Electronics;MAT-7153;DEL-PLANT;SL-1;Hazardous;WH-DEL-01;WH-KOL-01;2026-01-27 06:00;Confirmed;288042
ORD-0004270_V2;CUST-01988;2026-02-02;2026-02-04;High;3630;4,73;16;Electronics;MAT-3735;IND-PLANT;SL-5;Fragile;WH-IND-01;WH-MUM-01;2026-02-04 06:00;Confirmed;248193
ORD-0009297_V2;CUST-00735;2026-01-17;2026-01-19;High;270;14,94;11;FMCG;MAT-7074;PAT-PLANT;SL-5;Temperature Controlled;WH-PAT-01;WH-KOL-01;2026-01-19 06:00;Confirmed;728879
ORD-0008243_V2;CUST-01005;2026-03-01;2026-03-03;Low;1859;21,2;27;Steel;MAT-5369;AHM-PLANT;SL-1;Fragile;WH-AHM-01;WH-JAI-01;2026-03-03 06:00;Confirmed;787830
ORD-0007963_V2;CUST-02890;2026-02-08;2026-02-10;High;2402;11,32;27;Textiles;MAT-6419;CHE-PLANT;SL-7;Hazardous;WH-CHE-01;WH-BAN-01;2026-02-10 06:00;Confirmed;235934
ORD-0001818_V2;CUST-00750;2026-01-05;2026-01-07;Medium;2816;10,81;18;Textiles;MAT-8519;AHM-PLANT;SL-1;Normal;WH-AHM-01;WH-JAI-01;2026-01-07 06:00;Confirmed;64981
ORD-0011713_V2;CUST-02174;2026-03-04;2026-03-06;Medium;2003;1,47;22;Electronics;MAT-4940;CHE-PLANT;SL-15;Fragile;WH-CHE-01;WH-BAN-01;2026-03-06 06:00;Confirmed;690814
ORD-0001938_V2;CUST-00007;2026-03-01;2026-03-03;Medium;3580;4,06;18;Electronics;MAT-6664;CHE-PLANT;SL-12;Hazardous;WH-CHE-01;WH-BAN-01;2026-03-03 06:00;Confirmed;622400
ORD-0000338_V2;CUST-01174;2026-03-22;2026-03-24;Low;3796;24,88;29;Auto Parts;MAT-3711;CHE-PLANT;SL-4;Hazardous;WH-CHE-01;WH-BAN-01;2026-03-24 06:00;Confirmed;796300
ORD-0009697_V2;CUST-02910;2026-02-25;2026-02-27;High;3162;10,55;27;Pharma;MAT-1469;PAT-PLANT;SL-4;Fragile;WH-PAT-01;WH-KOL-01;2026-02-27 06:00;Confirmed;206287
ORD-0002336_V2;CUST-02958;2026-02-19;2026-02-21;High;3025;21,57;20;Pharma;MAT-4740;CHE-PLANT;SL-13;Temperature Controlled;WH-CHE-01;WH-HYD-01;2026-02-21 06:00;Confirmed;573100
ORD-0008699_V2;CUST-01466;2026-03-19;2026-03-21;Medium;2177;3,73;17;Electronics;MAT-5736;GUW-PLANT;SL-6;Normal;WH-GUW-01;WH-SIL-01;2026-03-21 06:00;Confirmed;364282
ORD-0002073_V2;CUST-00168;2026-03-17;2026-03-19;High;1896;14,56;27;Electronics;MAT-2542;RAN-PLANT;SL-14;Fragile;WH-RAN-01;WH-DEL-01;2026-03-19 06:00;Confirmed;721412
ORD-0006914_V2;CUST-01849;2026-01-31;2026-02-02;High;2212;21;16;FMCG;MAT-9554;KOL-PLANT;SL-6;Fragile;WH-KOL-01;WH-GUW-01;2026-02-02 06:00;Confirmed;790892
ORD-0001727_V2;CUST-02110;2026-01-08;2026-01-10;High;624;17,46;28;Machinery;MAT-7822;BAN-PLANT;SL-11;Normal;WH-BAN-01;WH-CHE-01;2026-01-10 06:00;Confirmed;315957
ORD-0010181_V2;CUST-01883;2026-03-18;2026-03-20;High;1757;23,79;20;FMCG;MAT-6002;DEL-PLANT;SL-9;Temperature Controlled;WH-DEL-01;WH-KOL-01;2026-03-20 06:00;Confirmed;99097
ORD-0001048_V2;CUST-00469;2026-01-04;2026-01-06;Low;3660;7,9;21;Pharma;MAT-1554;RAN-PLANT;SL-11;Fragile;WH-RAN-01;WH-DEL-01;2026-01-06 06:00;Confirmed;512648
ORD-0005379_V2;CUST-01973;2026-02-24;2026-02-26;Medium;1913;13,09;10;FMCG;MAT-1490;BAN-PLANT;SL-15;Hazardous;WH-BAN-01;WH-DEL-01;2026-02-26 06:00;Confirmed;291139
ORD-0007776_V2;CUST-01542;2026-01-10;2026-01-12;High;2433;2,16;25;Electronics;MAT-3342;BAN-PLANT;SL-2;Hazardous;WH-BAN-01;WH-HYD-01;2026-01-12 06:00;Confirmed;70777
ORD-0002816_V2;CUST-01957;2026-01-25;2026-01-27;High;506;2,23;12;Pharma;MAT-5167;PUN-PLANT;SL-11;Normal;WH-PUN-01;WH-NAG-01;2026-01-27 06:00;Confirmed;520819
ORD-0011901_V2;CUST-02870;2026-01-18;2026-01-20;High;475;22,21;11;Auto Parts;MAT-2344;BAN-PLANT;SL-8;Fragile;WH-BAN-01;WH-HYD-01;2026-01-20 06:00;Confirmed;238050
ORD-0009629_V2;CUST-02033;2026-01-17;2026-01-19;Low;2957;1,02;22;Pharma;MAT-1265;BAN-PLANT;SL-6;Hazardous;WH-BAN-01;WH-DEL-01;2026-01-19 06:00;Confirmed;200651
ORD-0002321_V2;CUST-00392;2026-03-30;2026-04-01;High;849;19,36;4;Pharma;MAT-6750;COI-PLANT;SL-5;Hazardous;WH-COI-01;WH-CHE-01;2026-04-01 06:00;Confirmed;208306
ORD-0007672_V2;CUST-02795;2026-01-20;2026-01-22;Medium;2625;6,57;6;Electronics;MAT-2878;PAT-PLANT;SL-9;Temperature Controlled;WH-PAT-01;WH-KOL-01;2026-01-22 06:00;Confirmed;73542
ORD-0009612_V2;CUST-01211;2026-01-20;2026-01-22;Low;2024;8;11;Electronics;MAT-3986;CHE-PLANT;SL-8;Hazardous;WH-CHE-01;WH-KOL-01;2026-01-22 06:00;Confirmed;493102
ORD-0004872_V2;CUST-02008;2026-02-20;2026-02-22;Low;3384;1,71;28;Auto Parts;MAT-6972;PAT-PLANT;SL-7;Normal;WH-PAT-01;WH-KOL-01;2026-02-22 06:00;Confirmed;109893
ORD-0003387_V2;CUST-02034;2026-02-06;2026-02-08;Medium;1435;13,53;19;Auto Parts;MAT-7259;CHE-PLANT;SL-7;Fragile;WH-CHE-01;WH-KOL-01;2026-02-08 06:00;Confirmed;266461
ORD-0011532_V2;CUST-02549;2026-01-20;2026-01-22;Medium;3356;13,52;14;Auto Parts;MAT-3315;DEL-PLANT;SL-4;Temperature Controlled;WH-DEL-01;WH-JAI-01;2026-01-22 06:00;Confirmed;282741
ORD-0006071_V2;CUST-02686;2026-03-27;2026-03-29;Medium;3551;2,59;20;Steel;MAT-6166;COI-PLANT;SL-7;Hazardous;WH-COI-01;WH-CHE-01;2026-03-29 06:00;Confirmed;230838
ORD-0000767_V2;CUST-02947;2026-03-18;2026-03-20;Low;3602;8,14;14;Pharma;MAT-8724;HYD-PLANT;SL-6;Normal;WH-HYD-01;WH-VIZ-01;2026-03-20 06:00;Confirmed;667678
ORD-0002862_V2;CUST-01905;2026-01-19;2026-01-21;Low;1491;24,97;20;Electronics;MAT-4374;CHE-PLANT;SL-2;Hazardous;WH-CHE-01;WH-KOL-01;2026-01-21 06:00;Confirmed;145329
ORD-0003783_V2;CUST-00679;2026-03-14;2026-03-16;High;3040;21,96;1;Textiles;MAT-8230;MUM-PLANT;SL-9;Temperature Controlled;WH-MUM-01;WH-AHM-01;2026-03-16 06:00;Confirmed;135143
ORD-0005010_V2;CUST-00003;2026-01-02;2026-01-04;High;973;20,87;21;FMCG;MAT-9112;MUM-PLANT;SL-8;Fragile;WH-MUM-01;WH-SUR-01;2026-01-04 06:00;Confirmed;734534
ORD-0006126_V2;CUST-00317;2026-03-17;2026-03-19;High;2212;11,31;21;Machinery;MAT-2704;BAN-PLANT;SL-2;Temperature Controlled;WH-BAN-01;WH-HYD-01;2026-03-19 06:00;Confirmed;112781
ORD-0001145_V2;CUST-00191;2026-03-26;2026-03-28;Medium;568;5,1;24;Steel;MAT-6069;IND-PLANT;SL-4;Temperature Controlled;WH-IND-01;WH-MUM-01;2026-03-28 06:00;Confirmed;745410
ORD-0009895_V2;CUST-01128;2026-02-28;2026-03-02;Low;3651;20,12;18;FMCG;MAT-1719;IND-PLANT;SL-11;Hazardous;WH-IND-01;WH-MUM-01;2026-03-02 06:00;Confirmed;683285
ORD-0009803_V2;CUST-01463;2026-01-04;2026-01-06;High;1488;16,49;28;Electronics;MAT-4386;BAN-PLANT;SL-3;Temperature Controlled;WH-BAN-01;WH-MUM-01;2026-01-06 06:00;Confirmed;71277
ORD-0002511_V2;CUST-00633;2026-03-30;2026-04-01;Medium;2344;1,92;25;Textiles;MAT-2867;CHE-PLANT;SL-2;Fragile;WH-CHE-01;WH-HYD-01;2026-04-01 06:00;Confirmed;133988
ORD-0006662_V2;CUST-02367;2026-02-05;2026-02-07;Medium;1379;6,47;14;Textiles;MAT-6510;CHE-PLANT;SL-2;Hazardous;WH-CHE-01;WH-KOL-01;2026-02-07 06:00;Confirmed;201810
ORD-0002274_V2;CUST-01141;2026-03-09;2026-03-11;Low;1685;10,22;14;Textiles;MAT-2212;GUW-PLANT;SL-8;Temperature Controlled;WH-GUW-01;WH-SIL-01;2026-03-11 06:00;Confirmed;51707
ORD-0005929_V2;CUST-02797;2026-02-18;2026-02-20;High;2183;8;26;Textiles;MAT-1253;BAN-PLANT;SL-2;Normal;WH-BAN-01;WH-DEL-01;2026-02-20 06:00;Confirmed;795190
ORD-0005372_V2;CUST-00262;2026-01-22;2026-01-24;Low;560;18,94;19;Pharma;MAT-1410;PAT-PLANT;SL-2;Hazardous;WH-PAT-01;WH-KOL-01;2026-01-24 06:00;Confirmed;180342
ORD-0010511_V2;CUST-00116;2026-02-20;2026-02-22;Low;399;11,52;6;Machinery;MAT-6885;CHE-PLANT;SL-6;Temperature Controlled;WH-CHE-01;WH-HYD-01;2026-02-22 06:00;Confirmed;323341
ORD-0011119_V2;CUST-00787;2026-02-09;2026-02-11;Medium;936;18,91;10;Machinery;MAT-9241;LUC-PLANT;SL-11;Hazardous;WH-LUC-01;WH-DEL-01;2026-02-11 06:00;Confirmed;716347
ORD-0008495_V2;CUST-00421;2026-01-19;2026-01-21;Medium;2047;12,15;21;Pharma;MAT-1587;IND-PLANT;SL-12;Normal;WH-IND-01;WH-MUM-01;2026-01-21 06:00;Confirmed;628711
ORD-0011545_V2;CUST-01520;2026-01-22;2026-01-24;Low;3614;13,43;9;Auto Parts;MAT-3689;IND-PLANT;SL-11;Fragile;WH-IND-01;WH-MUM-01;2026-01-24 06:00;Confirmed;328555
ORD-0000103_V2;CUST-00805;2026-03-17;2026-03-19;High;3870;24,99;19;Electronics;MAT-9125;BAN-PLANT;SL-10;Normal;WH-BAN-01;WH-MUM-01;2026-03-19 06:00;Confirmed;433172
ORD-0001990_V2;CUST-02545;2026-03-03;2026-03-05;Low;239;20,68;22;Textiles;MAT-8521;KOL-PLANT;SL-12;Temperature Controlled;WH-KOL-01;WH-BHU-01;2026-03-05 06:00;Confirmed;317183
ORD-0004304_V2;CUST-00334;2026-02-18;2026-02-20;Medium;1458;10,36;7;Textiles;MAT-8162;BAN-PLANT;SL-1;Fragile;WH-BAN-01;WH-DEL-01;2026-02-20 06:00;Confirmed;625867
ORD-0004458_V2;CUST-01131;2026-02-15;2026-02-17;High;3303;19,43;4;Steel;MAT-2424;MUM-PLANT;SL-7;Normal;WH-MUM-01;WH-AHM-01;2026-02-17 06:00;Confirmed;687261
ORD-0009354_V2;CUST-01040;2026-02-11;2026-02-13;Low;3217;17,95;26;Electronics;MAT-5915;BAN-PLANT;SL-9;Hazardous;WH-BAN-01;WH-DEL-01;2026-02-13 06:00;Confirmed;596956
ORD-0000829_V2;CUST-01860;2026-03-29;2026-03-31;High;3876;8,59;27;Machinery;MAT-1704;BAN-PLANT;SL-6;Normal;WH-BAN-01;WH-DEL-01;2026-03-31 06:00;Confirmed;345181
ORD-0008744_V2;CUST-01097;2026-03-06;2026-03-08;High;1645;17,48;8;Auto Parts;MAT-8229;LUC-PLANT;SL-12;Normal;WH-LUC-01;WH-DEL-01;2026-03-08 06:00;Confirmed;609831
ORD-0004787_V2;CUST-00982;2026-03-08;2026-03-10;Medium;3684;17,98;16;Electronics;MAT-6823;CHE-PLANT;SL-11;Hazardous;WH-CHE-01;WH-KOL-01;2026-03-10 06:00;Confirmed;688948
ORD-0001673_V2;CUST-01484;2026-03-06;2026-03-08;Low;1339;13,78;19;Machinery;MAT-7741;RAN-PLANT;SL-1;Fragile;WH-RAN-01;WH-DEL-01;2026-03-08 06:00;Confirmed;474874
ORD-0005932_V2;CUST-02657;2026-02-14;2026-02-16;Medium;1424;20,88;12;Textiles;MAT-4701;DEL-PLANT;SL-2;Normal;WH-DEL-01;WH-JAI-01;2026-02-16 06:00;Confirmed;171192
ORD-0009086_V2;CUST-01558;2026-01-22;2026-01-24;Low;2041;21,32;9;Textiles;MAT-7111;CHE-PLANT;SL-8;Fragile;WH-CHE-01;WH-HYD-01;2026-01-24 06:00;Confirmed;527199
ORD-0007475_V2;CUST-02796;2026-01-02;2026-01-04;High;2933;17,43;13;Auto Parts;MAT-6301;BAN-PLANT;SL-4;Fragile;WH-BAN-01;WH-MYS-01;2026-01-04 06:00;Confirmed;94022
ORD-0008248_V2;CUST-01822;2026-03-24;2026-03-26;Medium;3622;4,87;6;Electronics;MAT-1887;RAN-PLANT;SL-4;Fragile;WH-RAN-01;WH-DEL-01;2026-03-26 06:00;Confirmed;587414
ORD-0007920_V2;CUST-02402;2026-03-05;2026-03-07;Medium;1398;22,97;25;FMCG;MAT-8243;IND-PLANT;SL-5;Hazardous;WH-IND-01;WH-MUM-01;2026-03-07 06:00;Confirmed;423709
ORD-0002857_V2;CUST-02022;2026-02-13;2026-02-15;Medium;3836;10,04;24;Textiles;MAT-4680;DEL-PLANT;SL-14;Temperature Controlled;WH-DEL-01;WH-JAI-01;2026-02-15 06:00;Confirmed;738981
ORD-0007728_V2;CUST-00999;2026-01-24;2026-01-26;High;702;19,79;24;FMCG;MAT-7037;BAN-PLANT;SL-3;Fragile;WH-BAN-01;WH-MUM-01;2026-01-26 06:00;Confirmed;396103
ORD-0001809_V2;CUST-01687;2026-02-04;2026-02-06;Low;211;3,82;26;Machinery;MAT-7125;MUM-PLANT;SL-14;Normal;WH-MUM-01;WH-PUN-01;2026-02-06 06:00;Confirmed;660232
ORD-0007466_V2;CUST-02639;2026-02-06;2026-02-08;Medium;2907;17,5;11;Textiles;MAT-4493;PUN-PLANT;SL-3;Normal;WH-PUN-01;WH-NAG-01;2026-02-08 06:00;Confirmed;349126
ORD-0002276_V2;CUST-02359;2026-03-12;2026-03-14;High;1891;13,32;4;Auto Parts;MAT-1299;BAN-PLANT;SL-14;Temperature Controlled;WH-BAN-01;WH-HYD-01;2026-03-14 06:00;Confirmed;743017
ORD-0003762_V2;CUST-00431;2026-02-10;2026-02-12;Medium;2715;15,09;25;Textiles;MAT-6780;CHE-PLANT;SL-2;Temperature Controlled;WH-CHE-01;WH-KOL-01;2026-02-12 06:00;Confirmed;618353
ORD-0008222_V2;CUST-02903;2026-01-25;2026-01-27;Low;1166;11,92;5;Auto Parts;MAT-3804;PAT-PLANT;SL-14;Hazardous;WH-PAT-01;WH-KOL-01;2026-01-27 06:00;Confirmed;786028
ORD-0008480_V2;CUST-00501;2026-02-27;2026-03-01;Low;3843;9,51;11;Electronics;MAT-4684;DEL-PLANT;SL-14;Fragile;WH-DEL-01;WH-MUM-01;2026-03-01 06:00;Confirmed;103088
ORD-0007622_V2;CUST-02710;2026-03-26;2026-03-28;Low;519;8,69;10;Auto Parts;MAT-6861;PAT-PLANT;SL-9;Fragile;WH-PAT-01;WH-KOL-01;2026-03-28 06:00;Confirmed;228959
ORD-0005170_V2;CUST-02047;2026-02-11;2026-02-13;Low;3125;14,31;12;Electronics;MAT-8017;IND-PLANT;SL-10;Fragile;WH-IND-01;WH-MUM-01;2026-02-13 06:00;Confirmed;56303
ORD-0002046_V2;CUST-00674;2026-03-24;2026-03-26;Medium;2006;23,93;2;Electronics;MAT-4806;COI-PLANT;SL-5;Fragile;WH-COI-01;WH-CHE-01;2026-03-26 06:00;Confirmed;235661
ORD-0007199_V2;CUST-02218;2026-02-21;2026-02-23;Medium;1313;21,71;15;Textiles;MAT-9804;GUW-PLANT;SL-3;Normal;WH-GUW-01;WH-SIL-01;2026-02-23 06:00;Confirmed;122967
ORD-0007439_V2;CUST-02620;2026-03-18;2026-03-20;High;3230;16,27;30;Steel;MAT-6047;KOL-PLANT;SL-2;Hazardous;WH-KOL-01;WH-GUW-01;2026-03-20 06:00;Confirmed;252761
ORD-0004514_V2;CUST-00906;2026-03-06;2026-03-08;High;1412;22,34;7;Pharma;MAT-8001;KOL-PLANT;SL-15;Temperature Controlled;WH-KOL-01;WH-GUW-01;2026-03-08 06:00;Confirmed;221876
ORD-0005602_V2;CUST-02619;2026-01-17;2026-01-19;Low;3797;3,37;15;Pharma;MAT-1013;BAN-PLANT;SL-3;Fragile;WH-BAN-01;WH-CHE-01;2026-01-19 06:00;Confirmed;544866
ORD-0001296_V2;CUST-01051;2026-03-01;2026-03-03;High;1935;14,55;21;Machinery;MAT-8141;COI-PLANT;SL-10;Temperature Controlled;WH-COI-01;WH-CHE-01;2026-03-03 06:00;Confirmed;107202
ORD-0005821_V2;CUST-01303;2026-03-21;2026-03-23;Medium;2251;1,3;5;Textiles;MAT-7213;COI-PLANT;SL-3;Fragile;WH-COI-01;WH-CHE-01;2026-03-23 06:00;Confirmed;687711
ORD-0000592_V2;CUST-01689;2026-02-13;2026-02-15;High;1557;13,94;2;Textiles;MAT-1836;HYD-PLANT;SL-3;Normal;WH-HYD-01;WH-VIZ-01;2026-02-15 06:00;Confirmed;308931
ORD-0004225_V2;CUST-02924;2026-04-01;2026-04-03;Medium;3349;11,28;6;Auto Parts;MAT-9325;BAN-PLANT;SL-4;Hazardous;WH-BAN-01;WH-MYS-01;2026-04-03 06:00;Confirmed;694720
ORD-0000222_V2;CUST-01630;2026-04-01;2026-04-03;High;520;10,26;14;Steel;MAT-1275;PAT-PLANT;SL-6;Fragile;WH-PAT-01;WH-KOL-01;2026-04-03 06:00;Confirmed;596362
ORD-0007911_V2;CUST-02410;2026-03-19;2026-03-21;Medium;1007;24,34;13;Auto Parts;MAT-5269;CHE-PLANT;SL-8;Hazardous;WH-CHE-01;WH-HYD-01;2026-03-21 06:00;Confirmed;513977
ORD-0008140_V2;CUST-02252;2026-03-24;2026-03-26;Medium;446;24,74;30;Pharma;MAT-6402;KOL-PLANT;SL-2;Fragile;WH-KOL-01;WH-BHU-01;2026-03-26 06:00;Confirmed;536874
ORD-0007094_V2;CUST-01572;2026-03-01;2026-03-03;High;320;20,32;5;Auto Parts;MAT-5287;LUC-PLANT;SL-6;Normal;WH-LUC-01;WH-DEL-01;2026-03-03 06:00;Confirmed;657370
ORD-0006389_V2;CUST-02676;2026-04-01;2026-04-03;Medium;427;5,14;10;Electronics;MAT-7023;KOL-PLANT;SL-15;Normal;WH-KOL-01;WH-GUW-01;2026-04-03 06:00;Confirmed;186351
ORD-0000859_V2;CUST-01337;2026-02-26;2026-02-28;Low;1885;24,36;28;Machinery;MAT-8728;MUM-PLANT;SL-1;Fragile;WH-MUM-01;WH-PUN-01;2026-02-28 06:00;Confirmed;279022
ORD-0006271_V2;CUST-01674;2026-01-10;2026-01-12;High;856;8,63;1;Machinery;MAT-5805;COI-PLANT;SL-1;Fragile;WH-COI-01;WH-CHE-01;2026-01-12 06:00;Confirmed;371402
ORD-0006065_V2;CUST-00357;2026-02-06;2026-02-08;Low;2550;20,22;27;Electronics;MAT-7283;KOL-PLANT;SL-11;Hazardous;WH-KOL-01;WH-BHU-01;2026-02-08 06:00;Confirmed;273274
ORD-0008704_V2;CUST-01726;2026-03-13;2026-03-15;Low;3635;9,75;13;Machinery;MAT-7129;BAN-PLANT;SL-11;Temperature Controlled;WH-BAN-01;WH-DEL-01;2026-03-15 06:00;Confirmed;377271
ORD-0006747_V2;CUST-02828;2026-01-01;2026-01-03;Low;232;8,11;9;Steel;MAT-5363;PAT-PLANT;SL-7;Hazardous;WH-PAT-01;WH-KOL-01;2026-01-03 06:00;Confirmed;701373
ORD-0000842_V2;CUST-01956;2026-02-02;2026-02-04;Low;2994;17,69;3;Machinery;MAT-4287;HYD-PLANT;SL-5;Hazardous;WH-HYD-01;WH-VIZ-01;2026-02-04 06:00;Confirmed;127571
ORD-0006400_V2;CUST-00746;2026-01-25;2026-01-27;Medium;3780;10,12;4;Electronics;MAT-5627;BAN-PLANT;SL-13;Hazardous;WH-BAN-01;WH-MYS-01;2026-01-27 06:00;Confirmed;529698
ORD-0011268_V2;CUST-01832;2026-01-09;2026-01-11;Medium;3334;6,81;22;Machinery;MAT-1404;AHM-PLANT;SL-7;Fragile;WH-AHM-01;WH-JAI-01;2026-01-11 06:00;Confirmed;149749
ORD-0005425_V2;CUST-00768;2026-03-08;2026-03-10;Low;2021;22,45;19;Steel;MAT-1415;BAN-PLANT;SL-5;Normal;WH-BAN-01;WH-MYS-01;2026-03-10 06:00;Confirmed;299628
ORD-0010257_V2;CUST-02839;2026-02-22;2026-02-24;High;1668;12,07;8;Machinery;MAT-9710;DEL-PLANT;SL-15;Temperature Controlled;WH-DEL-01;WH-JAI-01;2026-02-24 06:00;Confirmed;674502
